team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2023,VAN,VAN,Team Level,4on5,38,0.16,0.11,0.13,10647.0,26.54,3.58,1.38,3.79,0.85,8.32,17.08,3.47,3.58,3.47,32.0,3.0,6.0,41.0,4.0,2.0,1.0,1.0,0.0,4.0,24.0,28.0,31.0,4.0,8.0,83.0,22.0,27.0,13.0,22.0,6.0,7.0,0.53,0.78,2.28,0.0,1.0,3.0,41.0,35.0,35.0,13.0,0.31,0.75,0.75,3.14,3.14,3.13,174.57,18.97,16.41,37.74,6.03,103.45,54.4,17.77,18.97,17.77,184.0,53.0,87.0,324.0,21.0,20.0,4.0,27.0,0.0,105.0,64.0,163.0,216.0,12.0,24.0,109.0,11.0,7.0,27.0,169.0,44.0,24.0,4.47,5.49,9.0,2.0,6.0,13.0,324.0,237.0,237.0,8.0,4.24,4.33,4.33,18.87,18.87,18.08
VAN,2023,VAN,VAN,Team Level,5on4,38,0.89,0.87,0.84,12040.0,190.93,26.92,18.0,40.04,6.59,113.15,59.31,25.64,26.92,25.64,181.0,83.0,109.0,373.0,28.0,26.0,4.0,29.0,0.0,106.0,75.0,153.0,236.0,3.0,6.0,109.0,12.0,9.0,19.0,179.0,49.0,36.0,4.91,5.74,16.27,8.0,4.0,16.0,373.0,264.0,264.0,2.0,4.65,6.53,6.53,25.04,25.04,24.14,36.64,3.47,1.81,5.86,1.35,12.47,26.04,3.25,3.47,3.25,37.0,14.0,4.0,55.0,1.0,4.0,1.0,2.0,0.0,11.0,33.0,36.0,50.0,6.0,15.0,82.0,20.0,17.0,19.0,34.0,12.0,5.0,0.72,1.35,1.39,0.0,1.0,0.0,55.0,51.0,51.0,18.0,0.41,0.73,0.73,3.15,3.15,2.95
PHI,2023,PHI,PHI,Team Level,other,38,0.42,0.41,0.41,4405.0,61.97,11.3,4.07,12.85,2.14,30.1,22.54,10.74,11.3,10.74,61.0,22.0,34.0,117.0,11.0,7.0,2.0,9.0,0.0,23.0,33.0,50.0,72.0,6.0,12.0,55.0,14.0,14.0,10.0,53.0,16.0,14.0,2.06,2.13,7.11,3.0,1.0,7.0,117.0,83.0,83.0,6.0,1.18,2.82,2.82,9.66,9.66,9.44,91.26,15.72,6.47,17.4,2.99,45.86,32.57,14.84,15.72,14.84,86.0,35.0,48.0,169.0,17.0,7.0,2.0,13.0,0.0,48.0,36.0,69.0,104.0,2.0,4.0,67.0,5.0,18.0,13.0,71.0,33.0,17.0,3.07,4.15,8.5,5.0,3.0,9.0,169.0,121.0,121.0,8.0,1.81,2.02,2.02,15.51,15.51,14.93
PHI,2023,PHI,PHI,Team Level,all,38,0.5,0.5,0.52,139134.0,1247.59,108.52,84.59,305.23,42.02,667.27,502.39,104.56,109.76,105.77,1248.0,462.0,589.0,2299.0,110.0,126.0,12.0,254.0,1.0,543.0,676.0,1138.0,1600.0,144.0,324.0,1040.0,643.0,240.0,243.0,1300.0,290.0,120.0,34.63,35.77,38.12,38.0,45.0,27.0,2320.53,1710.0,1722.22,155.0,18.7,25.93,25.93,101.29,102.45,100.75,1152.42,107.86,77.28,279.77,39.45,623.75,463.89,103.36,107.34,102.84,1097.0,495.0,736.0,2328.0,105.0,113.0,15.0,229.0,5.0,543.0,597.0,992.0,1487.0,147.0,331.0,1134.0,581.0,242.0,376.0,1197.0,288.0,107.0,34.32,36.72,36.81,43.0,33.0,29.0,2311.14,1592.0,1585.69,203.0,17.18,23.29,23.29,101.75,101.27,99.05
PHI,2023,PHI,PHI,Team Level,5on5,38,0.51,0.49,0.52,111049.0,953.53,76.14,60.97,244.19,32.12,509.32,384.25,73.98,77.39,75.19,939.0,368.0,465.0,1772.0,80.0,89.0,6.0,212.0,1.0,409.0,516.0,859.0,1227.0,123.0,282.0,788.0,590.0,177.0,196.0,999.0,232.0,76.0,25.69,28.46,22.0,30.0,37.0,13.0,1793.53,1307.0,1319.22,131.0,12.65,17.31,17.31,71.48,72.64,71.68,878.93,72.37,55.87,223.47,30.05,476.01,358.23,70.23,71.86,69.7,835.0,381.0,592.0,1808.0,73.0,84.0,10.0,187.0,3.0,416.0,453.0,762.0,1143.0,128.0,293.0,869.0,548.0,184.0,300.0,933.0,216.0,67.0,25.88,27.72,18.78,33.0,29.0,11.0,1791.14,1216.0,1209.69,167.0,11.61,15.62,15.62,68.36,67.88,66.97
PHI,2023,PHI,PHI,Team Level,4on5,38,0.26,0.21,0.27,11560.0,57.55,5.86,3.0,8.8,1.77,18.09,39.47,5.78,5.86,5.78,72.0,5.0,3.0,80.0,9.0,5.0,1.0,5.0,0.0,10.0,48.0,63.0,68.0,3.0,6.0,86.0,28.0,34.0,18.0,55.0,12.0,10.0,1.55,1.63,2.68,4.0,3.0,2.0,80.0,77.0,77.0,16.0,0.69,1.2,1.2,5.36,5.36,5.35,146.6,16.81,13.09,33.26,5.22,89.99,47.63,15.38,16.81,15.38,133.0,73.0,92.0,298.0,13.0,19.0,3.0,29.0,2.0,73.0,70.0,120.0,193.0,12.0,24.0,119.0,7.0,12.0,43.0,153.0,34.0,19.0,4.17,4.22,8.42,4.0,1.0,8.0,298.0,206.0,206.0,9.0,3.33,5.12,5.12,15.02,15.02,14.3
PHI,2023,PHI,PHI,Team Level,5on4,38,0.84,0.86,0.83,12120.0,174.54,15.21,16.54,39.38,5.98,109.77,56.12,14.05,15.21,14.05,176.0,67.0,87.0,330.0,10.0,25.0,3.0,28.0,0.0,101.0,79.0,166.0,233.0,12.0,24.0,111.0,11.0,15.0,19.0,193.0,30.0,20.0,5.34,3.55,6.32,1.0,4.0,5.0,330.0,243.0,243.0,2.0,4.19,4.6,4.6,14.8,14.8,14.28,35.64,2.95,1.85,5.65,1.19,11.9,25.46,2.91,2.95,2.91,43.0,6.0,4.0,53.0,2.0,3.0,0.0,0.0,0.0,6.0,38.0,41.0,47.0,5.0,10.0,79.0,21.0,28.0,20.0,40.0,5.0,4.0,1.2,0.63,1.12,1.0,0.0,1.0,53.0,49.0,49.0,19.0,0.43,0.53,0.53,2.86,2.86,2.84
OTT,2023,OTT,OTT,Team Level,other,34,0.67,0.61,0.63,4484.0,73.03,15.07,5.54,14.91,2.76,37.65,21.08,13.16,15.07,13.16,73.0,24.0,25.0,122.0,13.0,15.0,3.0,13.0,1.0,33.0,22.0,60.0,84.0,2.0,4.0,65.0,11.0,7.0,6.0,51.0,18.0,28.0,2.27,2.19,10.6,3.0,2.0,8.0,122.0,97.0,97.0,2.0,1.75,5.42,4.78,12.03,12.03,11.33,40.21,7.57,2.59,7.89,1.5,22.3,15.15,7.33,7.57,7.33,40.0,17.0,20.0,77.0,8.0,4.0,1.0,11.0,0.0,18.0,16.0,32.0,49.0,6.0,10.0,52.0,13.0,7.0,8.0,33.0,15.0,9.0,1.04,1.67,4.87,2.0,3.0,3.0,77.0,57.0,57.0,3.0,0.79,1.42,1.42,6.95,6.95,6.78
OTT,2023,OTT,OTT,Team Level,all,34,0.49,0.5,0.51,123068.0,1119.41,102.39,75.26,271.0,38.04,605.27,444.11,97.7,102.22,97.55,1102.0,435.0,562.0,2099.0,114.0,113.0,12.0,225.0,8.0,499.0,578.0,988.0,1423.0,148.0,334.0,1008.0,622.0,215.0,329.0,1165.0,264.0,108.0,30.91,33.49,37.99,38.0,49.0,27.0,2091.23,1537.0,1534.47,195.0,17.08,24.61,25.01,94.39,94.19,92.06,1078.98,105.72,71.53,263.65,35.99,570.12,423.99,100.31,106.39,100.98,1055.0,416.0,610.0,2081.0,122.0,121.0,15.0,223.0,6.0,471.0,528.0,933.0,1349.0,159.0,360.0,988.0,656.0,225.0,282.0,1095.0,250.0,126.0,29.93,32.05,43.75,42.0,43.0,37.0,2101.73,1471.0,1480.35,157.0,15.99,24.14,24.14,97.57,98.34,95.18
OTT,2023,OTT,OTT,Team Level,5on5,34,0.46,0.48,0.49,96176.0,812.19,62.14,49.64,206.39,27.61,432.13,336.15,60.16,61.98,60.01,795.0,320.0,439.0,1554.0,79.0,77.0,7.0,166.0,5.0,349.0,439.0,716.0,1036.0,131.0,300.0,709.0,583.0,180.0,270.0,868.0,193.0,54.0,21.89,24.66,15.59,31.0,40.0,8.0,1546.23,1115.0,1112.47,177.0,10.3,15.14,15.66,56.72,56.51,55.62,847.09,72.13,54.03,215.83,28.37,442.9,339.75,69.08,72.8,69.75,825.0,328.0,505.0,1658.0,81.0,92.0,10.0,175.0,6.0,362.0,437.0,744.0,1072.0,143.0,327.0,757.0,594.0,184.0,232.0,876.0,200.0,77.0,24.68,26.17,21.28,35.0,34.0,12.0,1678.73,1153.0,1162.35,136.0,11.24,18.23,18.23,65.14,65.91,64.8
OTT,2023,OTT,OTT,Team Level,4on5,34,0.09,0.14,0.17,9783.0,32.48,2.38,1.72,5.32,1.2,11.7,23.68,2.36,2.38,2.36,38.0,8.0,3.0,49.0,2.0,1.0,0.0,5.0,0.0,7.0,31.0,36.0,44.0,6.0,12.0,108.0,17.0,24.0,16.0,38.0,7.0,1.0,1.01,0.98,0.4,0.0,2.0,0.0,49.0,46.0,46.0,14.0,0.39,0.4,0.4,2.38,2.38,2.37,164.32,23.73,13.67,35.81,5.33,96.23,50.23,21.65,23.73,21.65,158.0,67.0,77.0,302.0,30.0,22.0,3.0,34.0,0.0,83.0,56.0,128.0,195.0,6.0,15.0,86.0,10.0,2.0,25.0,158.0,32.0,35.0,3.66,3.92,16.15,5.0,5.0,20.0,302.0,225.0,225.0,1.0,3.66,3.86,3.86,23.54,23.54,21.65
OTT,2023,OTT,OTT,Team Level,5on4,34,0.91,0.89,0.89,12625.0,201.71,22.8,18.36,44.39,6.47,123.8,63.19,22.02,22.8,22.02,196.0,83.0,95.0,374.0,20.0,20.0,2.0,41.0,2.0,110.0,86.0,176.0,259.0,9.0,18.0,126.0,11.0,4.0,37.0,208.0,46.0,25.0,5.74,5.67,11.4,4.0,5.0,11.0,374.0,279.0,279.0,2.0,4.65,3.65,4.18,23.27,23.27,22.74,27.36,2.3,1.23,4.13,0.8,8.68,18.86,2.25,2.3,2.25,32.0,4.0,8.0,44.0,3.0,3.0,1.0,3.0,0.0,8.0,19.0,29.0,33.0,4.0,8.0,93.0,39.0,32.0,17.0,28.0,3.0,5.0,0.56,0.29,1.45,0.0,1.0,2.0,44.0,36.0,36.0,17.0,0.28,0.64,0.64,1.95,1.95,1.94
VGK,2023,VGK,VGK,Team Level,other,39,0.48,0.55,0.54,4171.0,69.89,14.22,5.17,13.02,2.39,37.05,23.16,13.52,14.22,13.52,62.0,33.0,34.0,129.0,11.0,3.0,0.0,8.0,1.0,44.0,28.0,51.0,84.0,3.0,9.0,46.0,7.0,20.0,12.0,49.0,25.0,21.0,1.98,2.87,9.36,1.0,3.0,7.0,129.0,95.0,95.0,4.0,1.52,0.71,0.71,15.03,15.03,14.28,60.49,15.52,3.92,11.04,2.04,28.31,21.18,13.56,15.52,13.56,61.0,21.0,24.0,106.0,18.0,5.0,0.0,4.0,1.0,28.0,26.0,43.0,64.0,8.0,17.0,60.0,15.0,8.0,8.0,38.0,18.0,26.0,1.31,2.04,12.16,4.0,2.0,12.0,106.0,82.0,82.0,1.0,1.17,2.06,2.06,14.63,14.63,12.97
VGK,2023,VGK,VGK,Team Level,all,39,0.51,0.49,0.5,142651.0,1258.07,127.37,87.3,294.56,42.03,680.38,496.38,121.97,128.16,122.77,1258.0,470.0,659.0,2387.0,124.0,135.0,13.0,255.0,2.0,604.0,608.0,1134.0,1604.0,135.0,308.0,1117.0,751.0,329.0,294.0,1239.0,338.0,151.0,35.35,41.39,50.63,43.0,41.0,40.0,2408.02,1728.0,1742.61,145.0,19.52,28.6,28.65,118.24,119.0,116.07,1236.75,122.08,83.9,303.22,42.92,678.24,491.63,115.67,121.96,115.55,1175.0,547.0,765.0,2487.0,109.0,127.0,17.0,251.0,3.0,612.0,620.0,1066.0,1613.0,159.0,350.0,1139.0,729.0,281.0,284.0,1289.0,287.0,146.0,36.3,34.94,50.84,35.0,31.0,43.0,2480.13,1722.0,1719.11,142.0,18.68,27.08,27.08,113.68,113.53,109.28
VGK,2023,VGK,VGK,Team Level,5on5,39,0.53,0.48,0.5,113550.0,959.2,86.77,63.02,235.86,32.29,516.73,388.34,82.91,87.56,83.71,963.0,360.0,525.0,1848.0,79.0,112.0,8.0,214.0,1.0,453.0,464.0,884.0,1244.0,118.0,271.0,865.0,702.0,263.0,249.0,970.0,260.0,93.0,28.49,32.0,26.28,37.0,30.0,12.0,1869.02,1323.0,1337.61,132.0,13.07,23.33,23.39,76.45,77.21,75.52,956.63,78.39,62.28,246.52,33.65,527.0,390.16,75.54,78.26,75.43,912.0,426.0,627.0,1965.0,69.0,99.0,13.0,210.0,2.0,472.0,486.0,843.0,1269.0,137.0,305.0,867.0,669.0,233.0,231.0,1044.0,215.0,79.0,29.5,26.66,22.23,30.0,24.0,15.0,1958.13,1338.0,1335.11,118.0,12.93,19.82,19.82,71.49,71.35,70.09
VGK,2023,VGK,VGK,Team Level,4on5,39,0.12,0.13,0.16,11909.0,37.12,3.46,1.96,5.2,1.16,11.92,26.3,3.44,3.46,3.44,37.0,13.0,7.0,57.0,5.0,1.0,0.0,1.0,0.0,11.0,32.0,32.0,45.0,3.0,6.0,79.0,33.0,35.0,9.0,35.0,8.0,7.0,0.88,0.99,1.59,1.0,2.0,2.0,57.0,50.0,50.0,8.0,0.46,0.23,0.23,3.69,3.69,3.66,188.62,25.56,16.22,40.81,6.31,113.32,58.79,23.97,25.56,23.97,167.0,94.0,107.0,368.0,21.0,21.0,4.0,33.0,0.0,106.0,80.0,146.0,240.0,11.0,22.0,113.0,5.0,10.0,25.0,176.0,48.0,37.0,4.49,5.56,15.51,1.0,5.0,15.0,368.0,261.0,261.0,5.0,4.23,5.04,5.04,24.75,24.75,23.44
VGK,2023,VGK,VGK,Team Level,5on4,39,0.9,0.88,0.86,13021.0,191.86,22.92,17.16,40.48,6.2,114.68,58.57,22.11,22.92,22.11,196.0,64.0,93.0,353.0,29.0,19.0,5.0,32.0,0.0,96.0,84.0,167.0,231.0,11.0,22.0,127.0,9.0,11.0,24.0,185.0,45.0,30.0,4.0,5.53,13.39,4.0,6.0,19.0,353.0,260.0,260.0,1.0,4.47,4.32,4.31,23.08,23.08,22.61,31.0,2.62,1.48,4.85,0.93,9.62,21.5,2.59,2.62,2.59,35.0,6.0,7.0,48.0,1.0,2.0,0.0,4.0,0.0,6.0,28.0,34.0,40.0,3.0,6.0,99.0,40.0,30.0,20.0,31.0,6.0,4.0,1.0,0.68,0.95,0.0,0.0,1.0,48.0,41.0,41.0,18.0,0.34,0.16,0.16,2.8,2.8,2.79
TBL,2023,TBL,TBL,Team Level,other,40,0.36,0.46,0.45,5536.0,69.35,13.73,5.15,12.82,2.28,38.38,20.65,11.78,13.73,11.78,68.0,25.0,31.0,124.0,15.0,8.0,2.0,13.0,0.0,30.0,27.0,53.0,78.0,5.0,13.0,64.0,16.0,9.0,13.0,49.0,27.0,17.0,2.1,3.42,8.2,1.0,6.0,8.0,124.0,93.0,93.0,1.0,1.53,3.0,3.0,12.26,12.26,11.1,82.39,24.62,5.73,13.84,2.76,39.4,26.64,23.55,24.62,23.55,79.0,34.0,34.0,147.0,19.0,8.0,0.0,13.0,2.0,36.0,35.0,60.0,94.0,3.0,9.0,65.0,8.0,15.0,8.0,48.0,28.0,37.0,1.94,3.48,19.2,1.0,5.0,13.0,147.0,113.0,113.0,3.0,1.69,2.53,2.53,23.78,23.78,23.0
TBL,2023,TBL,TBL,Team Level,all,40,0.49,0.51,0.51,145240.0,1288.34,131.91,89.78,301.54,43.24,696.06,504.46,124.48,132.03,124.63,1211.0,556.0,704.0,2471.0,130.0,128.0,19.0,248.0,3.0,620.0,638.0,1081.0,1637.0,151.0,360.0,1127.0,732.0,236.0,338.0,1273.0,348.0,146.0,37.16,43.8,50.95,40.0,52.0,38.0,2471.07,1767.0,1765.87,161.0,20.19,28.05,28.08,124.02,124.13,120.6,1242.59,136.17,84.93,294.69,42.16,659.98,482.08,128.5,136.99,129.23,1222.0,478.0,660.0,2360.0,136.0,147.0,12.0,217.0,8.0,557.0,635.0,1086.0,1564.0,159.0,368.0,1071.0,702.0,299.0,290.0,1211.0,330.0,159.0,35.4,41.2,59.57,50.0,51.0,35.0,2368.93,1700.0,1711.7,153.0,18.91,33.27,33.27,121.81,122.39,118.44
TBL,2023,TBL,TBL,Team Level,5on5,40,0.49,0.51,0.5,118094.0,982.27,85.67,65.37,240.05,32.83,531.01,398.08,82.19,85.79,82.34,917.0,436.0,589.0,1942.0,79.0,95.0,12.0,192.0,3.0,484.0,500.0,838.0,1274.0,136.0,316.0,865.0,682.0,204.0,284.0,1017.0,251.0,85.0,29.81,31.83,24.03,36.0,36.0,7.0,1942.07,1353.0,1351.87,145.0,13.59,19.77,19.8,79.46,79.56,78.26,982.47,87.55,63.6,245.45,33.64,523.14,391.63,83.52,88.37,84.25,967.0,378.0,538.0,1883.0,94.0,121.0,10.0,177.0,3.0,435.0,515.0,873.0,1251.0,146.0,336.0,821.0,674.0,247.0,249.0,1003.0,249.0,93.0,28.86,31.0,27.69,42.0,41.0,11.0,1891.93,1345.0,1356.7,134.0,13.24,26.43,26.43,74.36,74.94,73.54
TBL,2023,TBL,TBL,Team Level,4on5,40,0.15,0.15,0.19,10679.0,36.04,3.79,2.09,5.85,1.48,12.16,23.62,3.58,3.79,3.58,34.0,15.0,4.0,53.0,0.0,4.0,0.0,3.0,0.0,8.0,34.0,34.0,49.0,3.0,14.0,92.0,27.0,19.0,15.0,30.0,15.0,4.0,0.87,1.81,1.12,0.0,0.0,0.0,53.0,49.0,49.0,13.0,0.48,0.79,0.79,3.48,3.48,3.41,150.59,21.37,14.1,31.67,4.95,88.91,45.0,18.85,21.37,18.85,149.0,57.0,84.0,290.0,20.0,17.0,2.0,27.0,3.0,79.0,60.0,129.0,186.0,6.0,12.0,91.0,8.0,6.0,19.0,136.0,44.0,26.0,3.89,5.56,11.92,7.0,4.0,9.0,290.0,206.0,206.0,2.0,3.64,4.03,4.03,20.98,20.98,19.24
TBL,2023,TBL,TBL,Team Level,5on4,40,0.92,0.9,0.88,10931.0,200.68,28.72,17.17,42.83,6.65,114.52,62.11,26.94,28.72,26.94,192.0,80.0,80.0,352.0,36.0,21.0,5.0,40.0,0.0,98.0,77.0,156.0,236.0,7.0,17.0,106.0,7.0,4.0,26.0,177.0,55.0,40.0,4.38,6.74,17.59,3.0,10.0,23.0,352.0,272.0,272.0,2.0,4.6,4.49,4.49,28.82,28.82,27.83,27.13,2.63,1.49,3.72,0.81,8.54,18.81,2.58,2.63,2.58,27.0,9.0,4.0,40.0,3.0,1.0,0.0,0.0,0.0,7.0,25.0,24.0,33.0,4.0,11.0,94.0,12.0,31.0,14.0,24.0,9.0,3.0,0.71,1.16,0.75,0.0,1.0,2.0,40.0,36.0,36.0,14.0,0.34,0.28,0.28,2.68,2.68,2.67
PIT,2023,PIT,PIT,Team Level,other,37,0.62,0.58,0.56,4397.0,76.05,19.72,5.34,13.74,2.66,40.39,24.15,18.3,19.72,18.3,64.0,42.0,50.0,156.0,13.0,5.0,1.0,12.0,0.0,44.0,32.0,51.0,93.0,3.0,6.0,60.0,10.0,11.0,8.0,48.0,34.0,24.0,1.96,4.23,13.52,1.0,1.0,11.0,156.0,106.0,106.0,2.0,1.59,1.45,1.45,19.86,19.86,18.47,60.15,12.11,3.98,11.38,1.93,32.4,21.21,11.85,12.11,11.85,54.0,29.0,29.0,112.0,10.0,3.0,0.0,8.0,1.0,28.0,33.0,44.0,73.0,8.0,16.0,58.0,17.0,16.0,5.0,47.0,21.0,15.0,2.01,2.65,7.45,1.0,4.0,5.0,112.0,83.0,83.0,4.0,1.12,0.69,0.69,12.54,12.54,12.28
PIT,2023,PIT,PIT,Team Level,all,37,0.54,0.52,0.51,134644.0,1287.73,134.01,90.06,308.44,43.61,687.49,497.39,127.18,134.82,128.01,1223.0,538.0,706.0,2467.0,114.0,133.0,13.0,232.0,6.0,629.0,647.0,1109.0,1647.0,128.0,275.0,1196.0,595.0,280.0,317.0,1250.0,361.0,150.0,36.71,45.35,51.94,39.0,42.0,33.0,2484.34,1761.0,1774.36,150.0,20.17,25.0,25.0,129.19,130.17,125.53,1224.39,115.13,82.7,294.25,41.03,657.46,485.43,109.2,115.15,109.26,1128.0,548.0,576.0,2252.0,101.0,120.0,17.0,218.0,7.0,567.0,663.0,1027.0,1575.0,124.0,263.0,957.0,614.0,254.0,254.0,1264.0,287.0,125.0,37.37,35.31,42.45,32.0,35.0,34.0,2244.28,1676.0,1670.73,143.0,18.25,23.7,23.75,109.63,109.78,106.2
PIT,2023,PIT,PIT,Team Level,5on5,37,0.53,0.52,0.51,108081.0,1010.52,88.65,67.04,253.52,33.92,537.33,401.54,85.36,89.47,86.19,963.0,419.0,556.0,1938.0,83.0,98.0,12.0,188.0,5.0,483.0,525.0,880.0,1299.0,113.0,247.0,904.0,537.0,239.0,260.0,1022.0,270.0,90.0,29.48,34.02,25.16,34.0,37.0,12.0,1955.34,1382.0,1395.36,130.0,13.99,19.33,19.64,83.0,83.98,82.36,960.87,78.68,62.31,241.17,32.46,514.34,386.03,75.21,78.71,75.28,885.0,430.0,451.0,1766.0,68.0,102.0,14.0,181.0,6.0,439.0,519.0,817.0,1247.0,104.0,223.0,739.0,563.0,205.0,216.0,1021.0,215.0,79.0,29.64,26.46,22.57,28.0,24.0,16.0,1758.28,1315.0,1309.73,130.0,12.93,20.09,20.42,71.18,71.33,69.95
PIT,2023,PIT,PIT,Team Level,4on5,37,0.13,0.11,0.13,11537.0,27.07,3.07,1.31,3.87,0.89,7.84,17.02,2.75,3.07,2.75,26.0,8.0,4.0,38.0,2.0,4.0,0.0,1.0,0.0,7.0,20.0,24.0,32.0,1.0,2.0,103.0,37.0,19.0,15.0,20.0,9.0,5.0,0.43,1.21,1.43,0.0,1.0,1.0,38.0,34.0,34.0,14.0,0.3,0.97,0.97,2.41,2.41,2.38,166.4,20.9,14.32,36.15,5.45,97.77,52.4,18.7,20.9,18.7,149.0,78.0,93.0,320.0,18.0,15.0,3.0,29.0,0.0,88.0,77.0,131.0,209.0,6.0,12.0,95.0,11.0,6.0,25.0,158.0,43.0,26.0,4.57,5.27,11.06,1.0,7.0,10.0,320.0,227.0,227.0,2.0,3.73,2.92,2.64,21.98,21.98,20.06
PIT,2023,PIT,PIT,Team Level,5on4,37,0.87,0.86,0.82,10629.0,174.09,22.56,16.37,37.3,6.14,101.94,54.68,20.77,22.56,20.77,170.0,69.0,96.0,335.0,16.0,26.0,0.0,31.0,1.0,95.0,70.0,154.0,223.0,11.0,20.0,129.0,11.0,11.0,34.0,160.0,48.0,31.0,4.85,5.89,11.83,4.0,3.0,9.0,335.0,239.0,239.0,4.0,4.3,3.25,2.94,23.92,23.92,22.32,36.98,3.45,2.09,5.55,1.19,12.94,25.79,3.44,3.45,3.44,40.0,11.0,3.0,54.0,5.0,0.0,0.0,0.0,0.0,12.0,34.0,35.0,46.0,6.0,12.0,65.0,23.0,27.0,8.0,38.0,8.0,5.0,1.14,0.93,1.37,2.0,0.0,3.0,54.0,51.0,51.0,7.0,0.48,0.0,0.0,3.92,3.92,3.91
CBJ,2023,CBJ,CBJ,Team Level,other,40,0.34,0.47,0.47,5908.0,88.37,12.39,6.46,17.71,3.0,49.23,32.2,11.56,12.39,11.56,82.0,39.0,48.0,169.0,17.0,8.0,2.0,15.0,2.0,37.0,42.0,65.0,104.0,3.0,6.0,69.0,7.0,16.0,7.0,76.0,31.0,14.0,2.81,3.53,6.05,4.0,5.0,8.0,169.0,121.0,121.0,2.0,1.84,1.55,1.55,12.67,12.67,11.91,101.65,24.21,7.27,17.61,3.31,53.44,31.16,21.19,24.21,21.19,95.0,42.0,51.0,188.0,27.0,12.0,4.0,15.0,0.0,49.0,34.0,68.0,110.0,1.0,2.0,82.0,19.0,14.0,6.0,65.0,38.0,34.0,2.9,4.7,16.61,6.0,6.0,15.0,188.0,137.0,137.0,5.0,2.09,5.23,5.23,21.07,21.07,19.36
CBJ,2023,CBJ,CBJ,Team Level,all,40,0.43,0.47,0.47,146144.0,1248.83,112.52,84.96,301.9,42.58,687.52,495.53,107.72,112.81,108.03,1168.0,557.0,704.0,2429.0,122.0,118.0,13.0,276.0,9.0,580.0,620.0,1046.0,1603.0,137.0,288.0,1079.0,585.0,238.0,216.0,1305.0,308.0,112.0,38.71,37.9,35.91,41.0,51.0,30.0,2432.5,1725.0,1726.32,120.0,18.78,20.25,20.25,111.05,111.3,108.08,1425.29,146.2,98.78,335.61,48.56,778.23,553.63,136.95,146.57,137.34,1374.0,587.0,804.0,2765.0,145.0,162.0,19.0,253.0,7.0,687.0,707.0,1229.0,1816.0,132.0,284.0,1188.0,522.0,252.0,228.0,1445.0,349.0,167.0,43.14,43.03,60.03,59.0,47.0,39.0,2765.66,1961.0,1965.99,114.0,22.04,35.61,35.66,132.59,132.99,127.99
